Media Movel
Abertura; Desvio Padrao; Fechamento; Desvio Padrao; Alta; Desvio Padrao; Baixa; Desvio Padrao;
0,63539;0,00194;0,63545;0,00137;0,63567;0,00237;0,63517;0,00274;
0,63546;0,00194;0,63552;0,00137;0,63573;0,00237;0,63524;0,00274;
0,63552;0,00194;0,63557;0,00137;0,63578;0,00237;0,63531;0,00274;
0,63557;0,00194;0,63561;0,00137;0,63583;0,00237;0,63535;0,00274;
0,63561;0,00194;0,63565;0,00137;0,63586;0,00237;0,63540;0,00274;
0,63565;0,00194;0,63567;0,00137;0,63589;0,00237;0,63543;0,00274;
0,63567;0,00194;0,63570;0,00137;0,63592;0,00237;0,63546;0,00274;
0,63570;0,00194;0,63572;0,00137;0,63593;0,00237;0,63549;0,00274;
0,63572;0,00194;0,63572;0,00137;0,63594;0,00237;0,63550;0,00274;
0,63572;0,00194;0,63572;0,00137;0,63594;0,00237;0,63551;0,00274;
0,63572;0,00194;0,63571;0,00137;0,63594;0,00237;0,63550;0,00274;
0,63571;0,00194;0,63570;0,00137;0,63593;0,00237;0,63550;0,00274;
0,63570;0,00194;0,63571;0,00137;0,63592;0,00237;0,63549;0,00274;
0,63571;0,00194;0,63571;0,00137;0,63592;0,00237;0,63550;0,00274;
0,63571;0,00194;0,63571;0,00137;0,63592;0,00237;0,63551;0,00274;
0,63571;0,00194;0,63572;0,00137;0,63592;0,00237;0,63551;0,00274;
0,63572;0,00194;0,63572;0,00137;0,63592;0,00237;0,63553;0,00274;
0,63572;0,00194;0,63572;0,00137;0,63592;0,00237;0,63553;0,00274;
0,63572;0,00194;0,63573;0,00137;0,63592;0,00237;0,63553;0,00274;
0,63573;0,00194;0,63573;0,00137;0,63592;0,00237;0,63554;0,00274;
0,63573;0,00194;0,63572;0,00137;0,63591;0,00237;0,63554;0,00274;
0,63572;0,00194;0,63571;0,00137;0,63590;0,00237;0,63553;0,00274;
0,63571;0,00194;0,63570;0,00137;0,63588;0,00237;0,63552;0,00274;
