<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.17	11:55:00	0.63134	0.63141	0.63131	0.63136	30	0	4
2022.08.17	11:56:00	0.63136	0.63144	0.63133	0.63143	23	0	2
2022.08.17	11:57:00	0.63143	0.63146	0.63134	0.63135	19	0	1
2022.08.17	11:58:00	0.63135	0.63136	0.63118	0.63125	32	0	3
2022.08.17	11:59:00	0.63124	0.63131	0.63110	0.63110	37	0	3
2022.08.17	12:00:00	0.63110	0.63120	0.63110	0.63120	40	0	3
2022.08.17	12:01:00	0.63119	0.63119	0.63080	0.63083	50	0	4
2022.08.17	12:02:00	0.63083	0.63084	0.63072	0.63073	40	0	0
2022.08.17	12:03:00	0.63075	0.63098	0.63073	0.63096	34	0	2
2022.08.17	12:04:00	0.63096	0.63100	0.63096	0.63097	18	0	2
2022.08.17	12:05:00	0.63097	0.63114	0.63097	0.63108	25	0	2
2022.08.17	12:06:00	0.63107	0.63121	0.63101	0.63104	35	0	3
2022.08.17	12:07:00	0.63104	0.63111	0.63102	0.63102	31	0	3
